"file","parser","ok","error","warnings","n_rows"
"NM_0_422_3876.lst","thetas",TRUE,NA,NA,5
"NM_0_422_3876.lst","etas",TRUE,NA,NA,1
"NM_0_422_3876.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_3876.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_3876.lst","condn",TRUE,NA,NA,NA
"NM_0_422_4037.lst","read_lst_file",TRUE,NA,NA,592
"NM_0_422_4037.lst","thetas",TRUE,NA,NA,5
"NM_0_422_4037.lst","etas",TRUE,NA,NA,1
"NM_0_422_4037.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_4037.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_4037.lst","condn",TRUE,NA,NA,NA
"NM_0_422_4198.lst","read_lst_file",TRUE,NA,NA,655
"NM_0_422_4198.lst","thetas",TRUE,NA,NA,5
"NM_0_422_4198.lst","etas",TRUE,NA,NA,1
"NM_0_422_4198.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_4198.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_4198.lst","condn",TRUE,NA,NA,NA
"NM_0_422_4359.lst","read_lst_file",TRUE,NA,NA,601
"NM_0_422_4359.lst","thetas",TRUE,NA,NA,5
"NM_0_422_4359.lst","etas",TRUE,NA,NA,1
"NM_0_422_4359.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_4359.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_4359.lst","condn",TRUE,NA,NA,NA
"NM_0_422_4520.lst","read_lst_file",TRUE,NA,NA,655
"NM_0_422_4520.lst","thetas",TRUE,NA,NA,5
"NM_0_422_4520.lst","etas",TRUE,NA,NA,1
"NM_0_422_4520.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_4520.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_4520.lst","condn",TRUE,NA,NA,NA
"NM_0_422_4681.lst","read_lst_file",TRUE,NA,NA,655
"NM_0_422_4681.lst","thetas",TRUE,NA,NA,5
"NM_0_422_4681.lst","etas",TRUE,NA,NA,1
"NM_0_422_4681.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_4681.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_4681.lst","condn",TRUE,NA,NA,NA
"NM_0_422_495.lst","read_lst_file",TRUE,NA,NA,601
"NM_0_422_495.lst","thetas",TRUE,NA,NA,5
"NM_0_422_495.lst","etas",TRUE,NA,NA,1
"NM_0_422_495.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_495.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_495.lst","condn",TRUE,NA,NA,NA
"NM_0_422_656.lst","read_lst_file",TRUE,NA,NA,655
"NM_0_422_656.lst","thetas",TRUE,NA,NA,5
"NM_0_422_656.lst","etas",TRUE,NA,NA,1
"NM_0_422_656.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_656.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_656.lst","condn",TRUE,NA,NA,NA
"NM_0_422_817.lst","read_lst_file",TRUE,NA,NA,655
"NM_0_422_817.lst","thetas",TRUE,NA,NA,5
"NM_0_422_817.lst","etas",TRUE,NA,NA,1
"NM_0_422_817.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_817.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_817.lst","condn",TRUE,NA,NA,NA
"NM_0_422_978.lst","read_lst_file",TRUE,NA,NA,646
"NM_0_422_978.lst","thetas",TRUE,NA,NA,5
"NM_0_422_978.lst","etas",TRUE,NA,NA,1
"NM_0_422_978.lst","sigmas",TRUE,NA,NA,2
"NM_0_422_978.lst","ofv",TRUE,NA,NA,NA
"NM_0_422_978.lst","condn",TRUE,NA,NA,NA
"NM_0_427.lst","read_lst_file",TRUE,NA,NA,613
"NM_0_427.lst","thetas",TRUE,NA,NA,4
"NM_0_427.lst","etas",TRUE,NA,NA,2
"NM_0_427.lst","sigmas",TRUE,NA,NA,2
"NM_0_427.lst","ofv",TRUE,NA,NA,NA
"NM_0_427.lst","condn",TRUE,NA,NA,NA
"NM_0_427_1140.lst","read_lst_file",TRUE,NA,NA,613
"NM_0_427_1140.lst","thetas",TRUE,NA,NA,4
"NM_0_427_1140.lst","etas",TRUE,NA,NA,2
"NM_0_427_1140.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_1140.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_1140.lst","condn",TRUE,NA,NA,NA
"NM_0_427_1301.lst","read_lst_file",TRUE,NA,NA,712
"NM_0_427_1301.lst","thetas",TRUE,NA,NA,4
"NM_0_427_1301.lst","etas",TRUE,NA,NA,2
"NM_0_427_1301.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_1301.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_1301.lst","condn",TRUE,NA,NA,NA
"NM_0_427_1462.lst","read_lst_file",TRUE,NA,NA,616
"NM_0_427_1462.lst","thetas",TRUE,NA,NA,4
"NM_0_427_1462.lst","etas",TRUE,NA,NA,2
"NM_0_427_1462.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_1462.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_1462.lst","condn",TRUE,NA,NA,NA
"NM_0_427_1623.lst","read_lst_file",TRUE,NA,NA,721
"NM_0_427_1623.lst","thetas",TRUE,NA,NA,4
"NM_0_427_1623.lst","etas",TRUE,NA,NA,2
"NM_0_427_1623.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_1623.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_1623.lst","condn",TRUE,NA,NA,NA
"NM_0_427_1784.lst","read_lst_file",TRUE,NA,NA,721
"NM_0_427_1784.lst","thetas",TRUE,NA,NA,4
"NM_0_427_1784.lst","etas",TRUE,NA,NA,2
"NM_0_427_1784.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_1784.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_1784.lst","condn",TRUE,NA,NA,NA
"NM_0_427_1945.lst","read_lst_file",TRUE,NA,NA,685
"NM_0_427_1945.lst","thetas",TRUE,NA,NA,4
"NM_0_427_1945.lst","etas",TRUE,NA,NA,2
"NM_0_427_1945.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_1945.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_1945.lst","condn",TRUE,NA,NA,NA
"NM_0_427_2106.lst","read_lst_file",TRUE,NA,NA,613
"NM_0_427_2106.lst","thetas",TRUE,NA,NA,4
"NM_0_427_2106.lst","etas",TRUE,NA,NA,2
"NM_0_427_2106.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_2106.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_2106.lst","condn",TRUE,NA,NA,NA
"NM_0_427_2267.lst","read_lst_file",TRUE,NA,NA,649
"NM_0_427_2267.lst","thetas",TRUE,NA,NA,4
"NM_0_427_2267.lst","etas",TRUE,NA,NA,2
"NM_0_427_2267.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_2267.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_2267.lst","condn",TRUE,NA,NA,NA
"NM_0_427_2428.lst","read_lst_file",TRUE,NA,NA,616
"NM_0_427_2428.lst","thetas",TRUE,NA,NA,4
"NM_0_427_2428.lst","etas",TRUE,NA,NA,2
"NM_0_427_2428.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_2428.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_2428.lst","condn",TRUE,NA,NA,NA
"NM_0_427_2589.lst","read_lst_file",TRUE,NA,NA,676
"NM_0_427_2589.lst","thetas",TRUE,NA,NA,4
"NM_0_427_2589.lst","etas",TRUE,NA,NA,2
"NM_0_427_2589.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_2589.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_2589.lst","condn",TRUE,NA,NA,NA
"NM_0_427_2750.lst","read_lst_file",TRUE,NA,NA,462
"NM_0_427_2750.lst","thetas",TRUE,NA,NA,4
"NM_0_427_2750.lst","etas",TRUE,NA,NA,2
"NM_0_427_2750.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_2750.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_2750.lst","condn",TRUE,NA,NA,NA
"NM_0_427_2911.lst","read_lst_file",TRUE,NA,NA,631
"NM_0_427_2911.lst","thetas",TRUE,NA,NA,4
"NM_0_427_2911.lst","etas",TRUE,NA,NA,2
"NM_0_427_2911.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_2911.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_2911.lst","condn",TRUE,NA,NA,NA
"NM_0_427_3072.lst","read_lst_file",TRUE,NA,NA,658
"NM_0_427_3072.lst","thetas",TRUE,NA,NA,4
"NM_0_427_3072.lst","etas",TRUE,NA,NA,2
"NM_0_427_3072.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_3072.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_3072.lst","condn",TRUE,NA,NA,NA
"NM_0_427_3233.lst","read_lst_file",TRUE,NA,NA,676
"NM_0_427_3233.lst","thetas",TRUE,NA,NA,4
"NM_0_427_3233.lst","etas",TRUE,NA,NA,2
"NM_0_427_3233.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_3233.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_3233.lst","condn",TRUE,NA,NA,NA
"NM_0_427_335.lst","read_lst_file",TRUE,NA,NA,676
"NM_0_427_335.lst","thetas",TRUE,NA,NA,4
"NM_0_427_335.lst","etas",TRUE,NA,NA,2
"NM_0_427_335.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_335.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_335.lst","condn",TRUE,NA,NA,NA
"NM_0_427_3394.lst","read_lst_file",TRUE,NA,NA,658
"NM_0_427_3394.lst","thetas",TRUE,NA,NA,4
"NM_0_427_3394.lst","etas",TRUE,NA,NA,2
"NM_0_427_3394.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_3394.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_3394.lst","condn",TRUE,NA,NA,NA
"NM_0_427_3555.lst","read_lst_file",TRUE,NA,NA,694
"NM_0_427_3555.lst","thetas",TRUE,NA,NA,4
"NM_0_427_3555.lst","etas",TRUE,NA,NA,2
"NM_0_427_3555.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_3555.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_3555.lst","condn",TRUE,NA,NA,NA
"NM_0_427_3716.lst","read_lst_file",TRUE,NA,NA,722
"NM_0_427_3716.lst","thetas",TRUE,NA,NA,4
"NM_0_427_3716.lst","etas",TRUE,NA,NA,2
"NM_0_427_3716.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_3716.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_3716.lst","condn",TRUE,NA,NA,NA
"NM_0_427_3877.lst","read_lst_file",TRUE,NA,NA,668
"NM_0_427_3877.lst","thetas",TRUE,NA,NA,4
"NM_0_427_3877.lst","etas",TRUE,NA,NA,2
"NM_0_427_3877.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_3877.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_3877.lst","condn",TRUE,NA,NA,NA
"NM_0_427_4038.lst","read_lst_file",TRUE,NA,NA,613
"NM_0_427_4038.lst","thetas",TRUE,NA,NA,4
"NM_0_427_4038.lst","etas",TRUE,NA,NA,2
"NM_0_427_4038.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_4038.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_4038.lst","condn",TRUE,NA,NA,NA
"NM_0_427_4199.lst","read_lst_file",TRUE,NA,NA,676
"NM_0_427_4199.lst","thetas",TRUE,NA,NA,4
"NM_0_427_4199.lst","etas",TRUE,NA,NA,2
"NM_0_427_4199.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_4199.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_4199.lst","condn",TRUE,NA,NA,NA
"NM_0_427_4360.lst","read_lst_file",TRUE,NA,NA,622
"NM_0_427_4360.lst","thetas",TRUE,NA,NA,4
"NM_0_427_4360.lst","etas",TRUE,NA,NA,2
"NM_0_427_4360.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_4360.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_4360.lst","condn",TRUE,NA,NA,NA
"NM_0_427_4521.lst","read_lst_file",TRUE,NA,NA,676
"NM_0_427_4521.lst","thetas",TRUE,NA,NA,4
"NM_0_427_4521.lst","etas",TRUE,NA,NA,2
"NM_0_427_4521.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_4521.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_4521.lst","condn",TRUE,NA,NA,NA
"NM_0_427_4682.lst","read_lst_file",TRUE,NA,NA,676
"NM_0_427_4682.lst","thetas",TRUE,NA,NA,4
"NM_0_427_4682.lst","etas",TRUE,NA,NA,2
"NM_0_427_4682.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_4682.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_4682.lst","condn",TRUE,NA,NA,NA
"NM_0_427_496.lst","read_lst_file",TRUE,NA,NA,622
"NM_0_427_496.lst","thetas",TRUE,NA,NA,4
"NM_0_427_496.lst","etas",TRUE,NA,NA,2
"NM_0_427_496.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_496.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_496.lst","condn",TRUE,NA,NA,NA
"NM_0_427_657.lst","read_lst_file",TRUE,NA,NA,676
"NM_0_427_657.lst","thetas",TRUE,NA,NA,4
"NM_0_427_657.lst","etas",TRUE,NA,NA,2
"NM_0_427_657.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_657.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_657.lst","condn",TRUE,NA,NA,NA
"NM_0_427_818.lst","read_lst_file",TRUE,NA,NA,721
"NM_0_427_818.lst","thetas",TRUE,NA,NA,4
"NM_0_427_818.lst","etas",TRUE,NA,NA,2
"NM_0_427_818.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_818.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_818.lst","condn",TRUE,NA,NA,NA
"NM_0_427_979.lst","read_lst_file",TRUE,NA,NA,667
"NM_0_427_979.lst","thetas",TRUE,NA,NA,4
"NM_0_427_979.lst","etas",TRUE,NA,NA,2
"NM_0_427_979.lst","sigmas",TRUE,NA,NA,2
"NM_0_427_979.lst","ofv",TRUE,NA,NA,NA
"NM_0_427_979.lst","condn",TRUE,NA,NA,NA
"NM_0_428.lst","read_lst_file",TRUE,NA,NA,623
"NM_0_428.lst","thetas",TRUE,NA,NA,5
"NM_0_428.lst","etas",TRUE,NA,NA,2
"NM_0_428.lst","sigmas",TRUE,NA,NA,2
"NM_0_428.lst","ofv",TRUE,NA,NA,NA
"NM_0_428.lst","condn",TRUE,NA,NA,NA
"NM_0_428_1141.lst","read_lst_file",TRUE,NA,NA,623
"NM_0_428_1141.lst","thetas",TRUE,NA,NA,5
"NM_0_428_1141.lst","etas",TRUE,NA,NA,2
"NM_0_428_1141.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_1141.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_1141.lst","condn",TRUE,NA,NA,NA
"NM_0_428_1302.lst","read_lst_file",TRUE,NA,NA,725
"NM_0_428_1302.lst","thetas",TRUE,NA,NA,5
"NM_0_428_1302.lst","etas",TRUE,NA,NA,2
"NM_0_428_1302.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_1302.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_1302.lst","condn",TRUE,NA,NA,NA
"NM_0_428_1463.lst","read_lst_file",TRUE,NA,NA,626
"NM_0_428_1463.lst","thetas",TRUE,NA,NA,5
"NM_0_428_1463.lst","etas",TRUE,NA,NA,2
"NM_0_428_1463.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_1463.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_1463.lst","condn",TRUE,NA,NA,NA
"NM_0_428_1624.lst","read_lst_file",TRUE,NA,NA,734
"NM_0_428_1624.lst","thetas",TRUE,NA,NA,5
"NM_0_428_1624.lst","etas",TRUE,NA,NA,2
"NM_0_428_1624.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_1624.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_1624.lst","condn",TRUE,NA,NA,NA
"NM_0_428_1785.lst","read_lst_file",TRUE,NA,NA,734
"NM_0_428_1785.lst","thetas",TRUE,NA,NA,5
"NM_0_428_1785.lst","etas",TRUE,NA,NA,2
"NM_0_428_1785.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_1785.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_1785.lst","condn",TRUE,NA,NA,NA
"NM_0_428_1946.lst","read_lst_file",TRUE,NA,NA,698
"NM_0_428_1946.lst","thetas",TRUE,NA,NA,5
"NM_0_428_1946.lst","etas",TRUE,NA,NA,2
"NM_0_428_1946.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_1946.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_1946.lst","condn",TRUE,NA,NA,NA
"NM_0_428_2107.lst","read_lst_file",TRUE,NA,NA,623
"NM_0_428_2107.lst","thetas",TRUE,NA,NA,5
"NM_0_428_2107.lst","etas",TRUE,NA,NA,2
"NM_0_428_2107.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_2107.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_2107.lst","condn",TRUE,NA,NA,NA
"NM_0_428_2268.lst","read_lst_file",TRUE,NA,NA,659
"NM_0_428_2268.lst","thetas",TRUE,NA,NA,5
"NM_0_428_2268.lst","etas",TRUE,NA,NA,2
"NM_0_428_2268.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_2268.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_2268.lst","condn",TRUE,NA,NA,NA
"NM_0_428_2429.lst","read_lst_file",TRUE,NA,NA,626
"NM_0_428_2429.lst","thetas",TRUE,NA,NA,5
"NM_0_428_2429.lst","etas",TRUE,NA,NA,2
"NM_0_428_2429.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_2429.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_2429.lst","condn",TRUE,NA,NA,NA
"NM_0_428_2590.lst","read_lst_file",TRUE,NA,NA,686
"NM_0_428_2590.lst","thetas",TRUE,NA,NA,5
"NM_0_428_2590.lst","etas",TRUE,NA,NA,2
"NM_0_428_2590.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_2590.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_2590.lst","condn",TRUE,NA,NA,NA
"NM_0_428_2751.lst","read_lst_file",TRUE,NA,NA,735
"NM_0_428_2751.lst","thetas",TRUE,NA,NA,5
"NM_0_428_2751.lst","etas",TRUE,NA,NA,2
"NM_0_428_2751.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_2751.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_2751.lst","condn",TRUE,NA,NA,NA
"NM_0_428_2912.lst","read_lst_file",TRUE,NA,NA,641
"NM_0_428_2912.lst","thetas",TRUE,NA,NA,5
"NM_0_428_2912.lst","etas",TRUE,NA,NA,2
"NM_0_428_2912.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_2912.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_2912.lst","condn",TRUE,NA,NA,NA
"NM_0_428_3073.lst","read_lst_file",TRUE,NA,NA,672
"NM_0_428_3073.lst","thetas",TRUE,NA,NA,5
"NM_0_428_3073.lst","etas",TRUE,NA,NA,2
"NM_0_428_3073.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_3073.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_3073.lst","condn",TRUE,NA,NA,NA
"NM_0_428_3234.lst","read_lst_file",TRUE,NA,NA,690
"NM_0_428_3234.lst","thetas",TRUE,NA,NA,5
"NM_0_428_3234.lst","etas",TRUE,NA,NA,2
"NM_0_428_3234.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_3234.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_3234.lst","condn",TRUE,NA,NA,NA
"NM_0_428_336.lst","read_lst_file",TRUE,NA,NA,686
"NM_0_428_336.lst","thetas",TRUE,NA,NA,5
"NM_0_428_336.lst","etas",TRUE,NA,NA,2
"NM_0_428_336.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_336.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_336.lst","condn",TRUE,NA,NA,NA
"NM_0_428_3395.lst","read_lst_file",TRUE,NA,NA,672
"NM_0_428_3395.lst","thetas",TRUE,NA,NA,5
"NM_0_428_3395.lst","etas",TRUE,NA,NA,2
"NM_0_428_3395.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_3395.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_3395.lst","condn",TRUE,NA,NA,NA
"NM_0_428_3556.lst","read_lst_file",TRUE,NA,NA,708
"NM_0_428_3556.lst","thetas",TRUE,NA,NA,5
"NM_0_428_3556.lst","etas",TRUE,NA,NA,2
"NM_0_428_3556.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_3556.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_3556.lst","condn",TRUE,NA,NA,NA
"NM_0_428_3717.lst","read_lst_file",TRUE,NA,NA,735
"NM_0_428_3717.lst","thetas",TRUE,NA,NA,5
"NM_0_428_3717.lst","etas",TRUE,NA,NA,2
"NM_0_428_3717.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_3717.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_3717.lst","condn",TRUE,NA,NA,NA
"NM_0_428_3878.lst","read_lst_file",TRUE,NA,NA,681
"NM_0_428_3878.lst","thetas",TRUE,NA,NA,5
"NM_0_428_3878.lst","etas",TRUE,NA,NA,2
"NM_0_428_3878.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_3878.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_3878.lst","condn",TRUE,NA,NA,NA
"NM_0_428_4039.lst","read_lst_file",TRUE,NA,NA,623
"NM_0_428_4039.lst","thetas",TRUE,NA,NA,5
"NM_0_428_4039.lst","etas",TRUE,NA,NA,2
"NM_0_428_4039.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_4039.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_4039.lst","condn",TRUE,NA,NA,NA
"NM_0_428_4200.lst","read_lst_file",TRUE,NA,NA,686
"NM_0_428_4200.lst","thetas",TRUE,NA,NA,5
"NM_0_428_4200.lst","etas",TRUE,NA,NA,2
"NM_0_428_4200.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_4200.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_4200.lst","condn",TRUE,NA,NA,NA
"NM_0_428_4361.lst","read_lst_file",TRUE,NA,NA,632
"NM_0_428_4361.lst","thetas",TRUE,NA,NA,5
"NM_0_428_4361.lst","etas",TRUE,NA,NA,2
"NM_0_428_4361.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_4361.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_4361.lst","condn",TRUE,NA,NA,NA
"NM_0_428_4522.lst","read_lst_file",TRUE,NA,NA,686
"NM_0_428_4522.lst","thetas",TRUE,NA,NA,5
"NM_0_428_4522.lst","etas",TRUE,NA,NA,2
"NM_0_428_4522.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_4522.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_4522.lst","condn",TRUE,NA,NA,NA
"NM_0_428_4683.lst","read_lst_file",TRUE,NA,NA,686
"NM_0_428_4683.lst","thetas",TRUE,NA,NA,5
"NM_0_428_4683.lst","etas",TRUE,NA,NA,2
"NM_0_428_4683.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_4683.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_4683.lst","condn",TRUE,NA,NA,NA
"NM_0_428_497.lst","read_lst_file",TRUE,NA,NA,632
"NM_0_428_497.lst","thetas",TRUE,NA,NA,5
"NM_0_428_497.lst","etas",TRUE,NA,NA,2
"NM_0_428_497.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_497.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_497.lst","condn",TRUE,NA,NA,NA
"NM_0_428_658.lst","read_lst_file",TRUE,NA,NA,686
"NM_0_428_658.lst","thetas",TRUE,NA,NA,5
"NM_0_428_658.lst","etas",TRUE,NA,NA,2
"NM_0_428_658.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_658.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_658.lst","condn",TRUE,NA,NA,NA
"NM_0_428_819.lst","read_lst_file",TRUE,NA,NA,734
"NM_0_428_819.lst","thetas",TRUE,NA,NA,5
"NM_0_428_819.lst","etas",TRUE,NA,NA,2
"NM_0_428_819.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_819.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_819.lst","condn",TRUE,NA,NA,NA
"NM_0_428_980.lst","read_lst_file",TRUE,NA,NA,677
"NM_0_428_980.lst","thetas",TRUE,NA,NA,5
"NM_0_428_980.lst","etas",TRUE,NA,NA,2
"NM_0_428_980.lst","sigmas",TRUE,NA,NA,2
"NM_0_428_980.lst","ofv",TRUE,NA,NA,NA
"NM_0_428_980.lst","condn",TRUE,NA,NA,NA
"NM_0_4327.lst","read_lst_file",TRUE,NA,NA,730
"NM_0_4327.lst","thetas",TRUE,NA,NA,7
"NM_0_4327.lst","etas",TRUE,NA,NA,3
"NM_0_4327.lst","sigmas",TRUE,NA,NA,2
"NM_0_4327.lst","ofv",TRUE,NA,NA,NA
"NM_0_4327.lst","condn",TRUE,NA,NA,NA
"NM_0_4328.lst","read_lst_file",TRUE,NA,NA,440
"NM_0_4328.lst","thetas",TRUE,NA,NA,7
"NM_0_4328.lst","etas",TRUE,NA,NA,3
"NM_0_4328.lst","sigmas",TRUE,NA,NA,2
"NM_0_4328.lst","ofv",TRUE,NA,NA,NA
"NM_0_4328.lst","condn",TRUE,NA,NA,NA
"NM_0_4329.lst","read_lst_file",TRUE,NA,NA,449
"NM_0_4329.lst","thetas",TRUE,NA,NA,7
"NM_0_4329.lst","etas",TRUE,NA,NA,3
"NM_0_4329.lst","sigmas",TRUE,NA,NA,2
"NM_0_4329.lst","ofv",TRUE,NA,NA,NA
"NM_0_4329.lst","condn",TRUE,NA,NA,NA
"NM_0_4336.lst","read_lst_file",TRUE,NA,NA,734
"NM_0_4336.lst","thetas",TRUE,NA,NA,7
"NM_0_4336.lst","etas",TRUE,NA,NA,3
"NM_0_4336.lst","sigmas",TRUE,NA,NA,2
"NM_0_4336.lst","ofv",TRUE,NA,NA,NA
"NM_0_4336.lst","condn",TRUE,NA,NA,NA
"NM_0_4337.lst","read_lst_file",TRUE,NA,NA,733
"NM_0_4337.lst","thetas",TRUE,NA,NA,7
"NM_0_4337.lst","etas",TRUE,NA,NA,3
"NM_0_4337.lst","sigmas",TRUE,NA,NA,2
"NM_0_4337.lst","ofv",TRUE,NA,NA,NA
"NM_0_4337.lst","condn",TRUE,NA,NA,NA
"NM_0_4338.lst","read_lst_file",TRUE,NA,NA,733
"NM_0_4338.lst","thetas",TRUE,NA,NA,7
"NM_0_4338.lst","etas",TRUE,NA,NA,3
"NM_0_4338.lst","sigmas",TRUE,NA,NA,2
"NM_0_4338.lst","ofv",TRUE,NA,NA,NA
"NM_0_4338.lst","condn",TRUE,NA,NA,NA
"NM_0_4345.lst","read_lst_file",TRUE,NA,NA,899
"NM_0_4345.lst","thetas",TRUE,NA,NA,7
"NM_0_4345.lst","etas",TRUE,NA,NA,4
"NM_0_4345.lst","sigmas",TRUE,NA,NA,2
